,Date,Username,Komen,Label,clean,case_folding,Tokenizing,Stopword,Hasil
815,9/27/2022 22:53,Mariah,"Hai, ayang yg baru vaksin booster. Gemes amat kaya di tlp terus dia ngadu sakit abis di vaksin . Iaaaaaannnn beneran bikin gila ini mah sampe gigit bantal ini aku https://t.co/VnaGb0QtpE",1,Hai ayang yg baru vaksin booster Gemes amat kaya di tlp terus dia ngadu sakit abis di vaksin  Iaaaaaannnn beneran bikin gila ini mah sampe gigit bantal ini aku,hai ayang yg baru vaksin booster gemes amat kaya di tlp terus dia ngadu sakit abis di vaksin  iaaaaaannnn beneran bikin gila ini mah sampe gigit bantal ini aku,"['hai', 'ayang', 'yang', 'baru', 'vaksin', 'booster', 'gemas', 'amat', 'kayak', 'di', 'telepon', 'terus', 'dia', 'mengadu', 'sakit', 'habis', 'di', 'vaksin', 'iaaaaaannnn', 'benaran', 'bikin', 'gila', 'ini', 'mah', 'sampai', 'gigit', 'bantal', 'ini', 'aku']","['hai', 'ayang', 'vaksin', 'booster', 'gemas', 'kayak', 'telepon', 'mengadu', 'sakit', 'habis', 'vaksin', 'iaaaaaannnn', 'benaran', 'bikin', 'gila', 'mah', 'gigit', 'bantal']",hai ayang vaksin booster gemas kayak telepon adu sakit habis vaksin iaaaaaannnn benar bikin gila mah gigit bantal
816,9/27/2022 23:00,Zoya,langsung demam habis vaksin booster,0,langsung demam habis vaksin booster,langsung demam habis vaksin booster,"['langsung', 'demam', 'habis', 'vaksin', 'booster']","['langsung', 'demam', 'habis', 'vaksin', 'booster']",langsung demam habis vaksin booster
817,9/27/2022 23:00,Anggrek,anjing sakit banget vaksin booster,0,anjing sakit banget vaksin booster,anjing sakit banget vaksin booster,"['anjing', 'sakit', 'banget', 'vaksin', 'booster']","['anjing', 'sakit', 'banget', 'vaksin', 'booster']",anjing sakit banget vaksin booster
818,9/27/2022 23:00,ChenJoe,vaksin booster di jaksel dong,1,vaksin booster di jaksel dong,vaksin booster di jaksel dong,"['vaksin', 'booster', 'di', 'jaksel', 'dong']","['vaksin', 'booster', 'jaksel']",vaksin booster jaksel
819,9/27/2022 23:00,GarinNababa,jaga diri baik-baik yuk vaksin booster teman-teman,1,jaga diri baikbaik yuk vaksin booster temanteman,jaga diri baikbaik yuk vaksin booster temanteman,"['jaga', 'diri', 'baikbaik', 'yuk', 'vaksin', 'booster', 'temanteman']","['jaga', 'baikbaik', 'yuk', 'vaksin', 'booster', 'temanteman']",jaga baikbaik yuk vaksin booster temanteman
820,9/27/2022 23:00,RoroSemi,gue abis vaksin booster di polres tapi ga ada rasa apapun,1,gue abis vaksin booster di polres tapi ga ada rasa apapun,gue abis vaksin booster di polres tapi ga ada rasa apapun,"['gue', 'habis', 'vaksin', 'booster', 'di', 'polres', 'tapi', 'enggak', 'ada', 'rasa', 'apapun']","['gue', 'habis', 'vaksin', 'booster', 'polres', 'apapun']",gue habis vaksin booster polres apa
821,9/27/2022 23:00,Baiklah,Vaksin booster memberikan kekebalan bagi tubuh kita,1,Vaksin booster memberikan kekebalan bagi tubuh kita,vaksin booster memberikan kekebalan bagi tubuh kita,"['vaksin', 'booster', 'memberikan', 'kekebalan', 'bagi', 'tubuh', 'kita']","['vaksin', 'booster', 'kekebalan', 'tubuh']",vaksin booster kebal tubuh
822,9/27/2022 23:00,Rusmady,Cepat vaksin booster biar lebih aman kemana-mana,1,Cepat vaksin booster biar lebih aman kemanamana,cepat vaksin booster biar lebih aman kemanamana,"['cepat', 'vaksin', 'booster', 'biar', 'lebih', 'aman', 'kemanamana']","['cepat', 'vaksin', 'booster', 'biar', 'aman', 'kemanamana']",cepat vaksin booster biar aman kemanamana
823,9/27/2022 23:00,DeenaMartha,Vaksin booster wajib untuk warga Indonesia,1,Vaksin booster wajib untuk warga Indonesia,vaksin booster wajib untuk warga indonesia,"['vaksin', 'booster', 'wajib', 'untuk', 'warga', 'indonesia']","['vaksin', 'booster', 'wajib', 'warga', 'indonesia']",vaksin booster wajib warga indonesia
824,9/27/2022 23:00,Kenanga,"Prokes iya, vaksin booster iya. Lengkap sudah.",1,Prokes iya vaksin booster iya Lengkap sudah,prokes iya vaksin booster iya lengkap sudah,"['prokes', 'iya', 'vaksin', 'booster', 'iya', 'lengkap', 'sudah']","['prokes', 'iya', 'vaksin', 'booster', 'iya', 'lengkap']",prokes iya vaksin booster iya lengkap
825,9/27/2022 23:00,AryaGading,Vaksin booster daerah banyumanik dong,1,Vaksin booster daerah banyumanik dong,vaksin booster daerah banyumanik dong,"['vaksin', 'booster', 'daerah', 'banyumanik', 'dong']","['vaksin', 'booster', 'daerah', 'banyumanik']",vaksin booster daerah banyumanik
826,9/27/2022 23:00,RubbyArmo,"Covid selalu bermutasi lho gaes, jangan lupa tetap protokol kesehatan walau sudah vaksin booster",1,Covid selalu bermutasi lho gaes jangan lupa tetap protokol kesehatan walau sudah vaksin booster,covid selalu bermutasi lho gaes jangan lupa tetap protokol kesehatan walau sudah vaksin booster,"['covid', 'selalu', 'bermutasi', 'lho', 'gaes', 'jangan', 'lupa', 'tetap', 'protokol', 'kesehatan', 'walau', 'sudah', 'vaksin', 'booster']","['covid', 'bermutasi', 'lho', 'gaes', 'lupa', 'protokol', 'kesehatan', 'vaksin', 'booster']",covid mutasi lho gaes lupa protokol sehat vaksin booster
827,9/27/2022 23:00,CempakaNaswa,Vaksin booster di depok info,1,Vaksin booster di depok info,vaksin booster di depok info,"['vaksin', 'booster', 'di', 'depok', 'info']","['vaksin', 'booster', 'depok', 'info']",vaksin booster depok info
828,9/27/2022 23:00,Sukino,"Cuci tangan guys, vaksin booster jangan lupa",1,Cuci tangan guys vaksin booster jangan lupa,cuci tangan guys vaksin booster jangan lupa,"['cuci', 'tangan', 'guys', 'vaksin', 'booster', 'jangan', 'lupa']","['cuci', 'tangan', 'guys', 'vaksin', 'booster', 'lupa']",cuci tangan guys vaksin booster lupa
829,9/27/2022 23:00,TaliPutri,"Jaga diri, selalu terapkan 5M dan juga vaksin booster",1,Jaga diri selalu terapkan M dan juga vaksin booster,jaga diri selalu terapkan m dan juga vaksin booster,"['jaga', 'diri', 'selalu', 'terapkan', 'sama', 'dan', 'juga', 'vaksin', 'booster']","['jaga', 'terapkan', 'vaksin', 'booster']",jaga terap vaksin booster
830,9/27/2022 23:00,Fauzan,Belum pada sadar efek positif dari vaksin booster,1,Belum pada sadar efek positif dari vaksin booster,belum pada sadar efek positif dari vaksin booster,"['belum', 'pada', 'sadar', 'efek', 'positif', 'dari', 'vaksin', 'booster']","['sadar', 'efek', 'positif', 'vaksin', 'booster']",sadar efek positif vaksin booster
831,9/27/2022 23:00,Lila,"Booster dan Prokes adalah dua kunci tak terpisahkan. Sebab faktanya, potensi kenaikan kasus masih tetap ada, jika vaksin booster tidak dibarengi dengan disiplin protokol kesehatan \n#ProkesTangkalCovid https://t.co/1y07JiDsg9",1,Booster dan Prokes adalah dua kunci tak terpisahkan Sebab faktanya potensi kenaikan kasus masih tetap ada jika vaksin booster tidak dibarengi dengan disiplin protokol kesehatan n,booster dan prokes adalah dua kunci tak terpisahkan sebab faktanya potensi kenaikan kasus masih tetap ada jika vaksin booster tidak dibarengi dengan disiplin protokol kesehatan n,"['booster', 'dan', 'prokes', 'adalah', 'dua', 'kunci', 'tak', 'terpisahkan', 'sebab', 'faktanya', 'potensi', 'kenaikan', 'kasus', 'masih', 'tetap', 'ada', 'jika', 'vaksin', 'booster', 'tidak', 'dibarengi', 'dengan', 'disiplin', 'protokol', 'kesehatan', 'n']","['booster', 'prokes', 'kunci', 'terpisahkan', 'faktanya', 'potensi', 'kenaikan', 'vaksin', 'booster', 'dibarengi', 'disiplin', 'protokol', 'kesehatan', 'n']",booster prokes kunci pisah fakta potensi naik vaksin booster bareng disiplin protokol sehat n
832,9/27/2022 23:00,Asssskhaa,Vaksin booster penting banget jangan lupa,1,Vaksin booster penting banget jangan lupa,vaksin booster penting banget jangan lupa,"['vaksin', 'booster', 'penting', 'banget', 'jangan', 'lupa']","['vaksin', 'booster', 'banget', 'lupa']",vaksin booster banget lupa
833,9/27/2022 23:01,Asssskhaa,Yuk vaksin booster biar semua aman,1,Yuk vaksin booster biar semua aman,yuk vaksin booster biar semua aman,"['yuk', 'vaksin', 'booster', 'biar', 'semua', 'aman']","['yuk', 'vaksin', 'booster', 'biar', 'aman']",yuk vaksin booster biar aman
834,9/27/2022 23:02,M01, Jangan lengah ttp waspada selalu patuhi Prokes dan ikut vaksinasi ya kawan.,1,Jangan lengah ttp waspada selalu patuhi Prokes dan ikut vaksinasi ya kawan,jangan lengah ttp waspada selalu patuhi prokes dan ikut vaksinasi ya kawan,"['jangan', 'lengah', 'tetap', 'waspada', 'selalu', 'patuhi', 'prokes', 'dan', 'ikut', 'vaksinasi', 'ya', 'kawan']","['lengah', 'waspada', 'patuhi', 'prokes', 'vaksinasi', 'ya', 'kawan']",lengah waspada patuh prokes vaksinasi ya kawan
835,9/28/2022 0:14,dita juwita,"Vaksin pertama demam naik turun seminggu, vaksin kedua cuma pegal-pegal aja, pas booster badan demam dan pegal-pegal ga enak huf",0,Vaksin pertama demam naik turun seminggu vaksin kedua cuma pegalpegal aja pas booster badan demam dan pegalpegal ga enak huf,vaksin pertama demam naik turun seminggu vaksin kedua cuma pegalpegal aja pas booster badan demam dan pegalpegal ga enak huf,"['vaksin', 'pertama', 'demam', 'naik', 'turun', 'seminggu', 'vaksin', 'kedua', 'cuma', 'pegalpegal', 'saja', 'pas', 'booster', 'badan', 'demam', 'dan', 'pegalpegal', 'enggak', 'enak', 'huf']","['vaksin', 'demam', 'turun', 'seminggu', 'vaksin', 'pegalpegal', 'pas', 'booster', 'badan', 'demam', 'pegalpegal', 'enak', 'huf']",vaksin demam turun minggu vaksin pegalpegal pas booster badan demam pegalpegal enak huf
836,9/28/2022 0:19,Chas.50,Blm booster dilarang melakukan perjalanan. Tp mau vaksin susah bener. Piye toh ente @KemenkesRI,1,Blm booster dilarang melakukan perjalanan Tp mau vaksin susah bener Piye toh ente,blm booster dilarang melakukan perjalanan tp mau vaksin susah bener piye toh ente,"['belum', 'booster', 'dilarang', 'melakukan', 'perjalanan', 'tapi', 'mau', 'vaksin', 'susah', 'benar', 'piye', 'toh', 'ente']","['booster', 'dilarang', 'perjalanan', 'vaksin', 'susah', 'piye', 'ente']",booster larang jalan vaksin susah piye ente
837,9/28/2022 0:45,zia🧕🏼,@jembermfs Wajib vaksin booster nder,1,Wajib vaksin booster nder,wajib vaksin booster nder,"['wajib', 'vaksin', 'booster', 'nder']","['wajib', 'vaksin', 'booster', 'nder']",wajib vaksin booster nder
838,9/28/2022 0:51,•﹏•,polsek coba soalnya waktu itu gw niatnya bikin skck ternyata lgi ada vaksin booster jdi sekalian,1,polsek coba soalnya waktu itu gw niatnya bikin skck ternyata lgi ada vaksin booster jdi sekalian,polsek coba soalnya waktu itu gw niatnya bikin skck ternyata lgi ada vaksin booster jdi sekalian,"['polsek', 'coba', 'soalnya', 'waktu', 'itu', 'gue', 'niatnya', 'bikin', 'skck', 'ternyata', 'lagi', 'ada', 'vaksin', 'booster', 'jadi', 'sekalian']","['polsek', 'coba', 'gue', 'niatnya', 'bikin', 'skck', 'vaksin', 'booster']",polsek coba gue niat bikin skck vaksin booster
839,9/28/2022 0:59,minee🍓,"Vaksin 1,2, booster udah semuaa eh ada aja nambah lagi vaksin,sekalian 2 lagi vaksin nya",1,Vaksin  booster udah semuaa eh ada aja nambah lagi vaksinsekalian lagi vaksin nya,vaksin  booster udah semuaa eh ada aja nambah lagi vaksinsekalian lagi vaksin nya,"['vaksin', 'booster', 'sudah', 'semuaa', 'eh', 'ada', 'saja', 'bertambah', 'lagi', 'vaksinsekalian', 'lagi', 'vaksin', 'nya']","['vaksin', 'booster', 'semuaa', 'eh', 'bertambah', 'vaksinsekalian', 'vaksin', 'nya']",vaksin booster semuaa eh tambah vaksinsekalian vaksin nya
840,9/28/2022 1:04,Anak hutan.,@detikcom Hebat Opung udah 5 kali vaksin Booster gimana rasanya Pung??,1,Hebat Opung udah kali vaksin Booster gimana rasanya Pung,hebat opung udah kali vaksin booster gimana rasanya pung,"['hebat', 'opung', 'sudah', 'kali', 'vaksin', 'booster', 'bagaimana', 'rasanya', 'pung']","['hebat', 'opung', 'kali', 'vaksin', 'booster', 'pung']",hebat opung kali vaksin booster pung
841,9/28/2022 1:11,Cell,gila kipinya vaksin booster bikin sakit,0,gila kipinya vaksin booster bikin sakit,gila kipinya vaksin booster bikin sakit,"['gila', 'kipinya', 'vaksin', 'booster', 'bikin', 'sakit']","['gila', 'kipinya', 'vaksin', 'booster', 'bikin', 'sakit']",gila kipinya vaksin booster bikin sakit
842,9/28/2022 1:11,sariypriatna,"@brobrosoe @xgalileox Maaf mau tanya ini di royal mana ya maksudnya , soalnya sama saya juga mau vaksin booster",1,Maaf mau tanya ini di royal mana ya maksudnya  soalnya sama saya juga mau vaksin booster,maaf mau tanya ini di royal mana ya maksudnya  soalnya sama saya juga mau vaksin booster,"['maaf', 'mau', 'tanya', 'ini', 'di', 'royal', 'mana', 'ya', 'maksudnya', 'soalnya', 'sama', 'saya', 'juga', 'mau', 'vaksin', 'booster']","['maaf', 'royal', 'ya', 'maksudnya', 'vaksin', 'booster']",maaf royal ya maksud vaksin booster
843,9/28/2022 1:16,BOGOR MENFESS⚫,Info vaksin booster dong guys [bgr],1,Info vaksin booster dong guys bgr,info vaksin booster dong guys bgr,"['info', 'vaksin', 'booster', 'dong', 'guys', 'bgr']","['info', 'vaksin', 'booster', 'guys', 'bgr']",info vaksin booster guys bgr
844,9/28/2022 1:23,astrid,"gess serius nanya, kan misal ni udh vaksin booster trs di peduli lindungi belum keluar sertif nya tapi bawa kertas nya itu loh bisa masuk venue ga ya wkwk",1,gess serius nanya kan misal ni udh vaksin booster trs di peduli lindungi belum keluar sertif nya tapi bawa kertas nya itu loh bisa masuk venue ga ya wkwk,gess serius nanya kan misal ni udh vaksin booster trs di peduli lindungi belum keluar sertif nya tapi bawa kertas nya itu loh bisa masuk venue ga ya wkwk,"['gess', 'serius', 'tanya', 'kan', 'misal', 'ini', 'sudah', 'vaksin', 'booster', 'terus', 'di', 'peduli', 'lindungi', 'belum', 'keluar', 'sertif', 'nya', 'tapi', 'bawa', 'kertas', 'nya', 'itu', 'loh', 'bisa', 'masuk', 'venue', 'enggak', 'ya', 'wkwk']","['gess', 'serius', 'vaksin', 'booster', 'peduli', 'lindungi', 'sertif', 'nya', 'bawa', 'kertas', 'nya', 'loh', 'masuk', 'venue', 'ya', 'wkwk']",gess serius vaksin booster peduli lindung sertif nya bawa kertas nya loh masuk venue ya wkwk
845,9/28/2022 1:33,Satria Miftah Fauzan,RT @bogorfess_: Info vaksin booster dong guys [bgr],1,Info vaksin booster dong guys bgr,info vaksin booster dong guys bgr,"['info', 'vaksin', 'booster', 'dong', 'guys', 'bgr']","['info', 'vaksin', 'booster', 'guys', 'bgr']",info vaksin booster guys bgr
846,9/28/2022 1:45,sky.,@Pkm_Sukadami min maaf untuk vaksin booster masih tersedia tidak ya?,1,min maaf untuk vaksin booster masih tersedia tidak ya,min maaf untuk vaksin booster masih tersedia tidak ya,"['min', 'maaf', 'untuk', 'vaksin', 'booster', 'masih', 'tersedia', 'tidak', 'ya']","['min', 'maaf', 'vaksin', 'booster', 'tersedia', 'ya']",min maaf vaksin booster sedia ya
847,9/28/2022 1:45,SUKABUMI FESS,"Smi punten gais, info vaksin booster yang buka hari ini dimana ya? Tia",1,Smi punten gais info vaksin booster yang buka hari ini dimana ya Tia,smi punten gais info vaksin booster yang buka hari ini dimana ya tia,"['smi', 'punten', 'gais', 'info', 'vaksin', 'booster', 'yang', 'buka', 'hari', 'ini', 'dimana', 'ya', 'tia']","['smi', 'punten', 'gais', 'info', 'vaksin', 'booster', 'buka', 'dimana', 'ya', 'tia']",smi punten gais info vaksin booster buka mana ya tia
848,9/28/2022 1:54,💙,@HumasMetroBks Apakah di polres masih menyediakan vaksin booster?,1,Apakah di polres masih menyediakan vaksin booster,apakah di polres masih menyediakan vaksin booster,"['apakah', 'di', 'polres', 'masih', 'menyediakan', 'vaksin', 'booster']","['polres', 'menyediakan', 'vaksin', 'booster']",polres sedia vaksin booster
849,9/28/2022 2:07,kukuruyuk,"@convomf Temenku rutin sebulan sekali sakit, ini dia ngrasa begini setelah vaksin booster jadi gampang sakit malah",0,Temenku rutin sebulan sekali sakit ini dia ngrasa begini setelah vaksin booster jadi gampang sakit malah,temenku rutin sebulan sekali sakit ini dia ngrasa begini setelah vaksin booster jadi gampang sakit malah,"['temenku', 'rutin', 'sebulan', 'sekali', 'sakit', 'ini', 'dia', 'ngrasa', 'begini', 'setelah', 'vaksin', 'booster', 'jadi', 'gampang', 'sakit', 'malah']","['temenku', 'rutin', 'sebulan', 'sakit', 'ngrasa', 'vaksin', 'booster', 'gampang', 'sakit']",temenku rutin bulan sakit ngrasa vaksin booster gampang sakit
850,9/28/2022 2:30,SUNDAFESS • OPEN PP,"Daks, minta info tempat vaksin booster daerah bandung dong, kalo ada daerah bandung timur atau kabupaten",1,Daks minta info tempat vaksin booster daerah bandung dong kalo ada daerah bandung timur atau kabupaten,daks minta info tempat vaksin booster daerah bandung dong kalo ada daerah bandung timur atau kabupaten,"['daks', 'meminta', 'info', 'tempat', 'vaksin', 'booster', 'daerah', 'bandung', 'dong', 'kalo', 'ada', 'daerah', 'bandung', 'timur', 'atau', 'kabupaten']","['daks', 'info', 'vaksin', 'booster', 'daerah', 'bandung', 'kalo', 'daerah', 'bandung', 'timur', 'kabupaten']",daks info vaksin booster daerah bandung kalo daerah bandung timur kabupaten
851,9/28/2022 2:38,chocokejuu,info vaksin booster daerah sleman gess\n#vaksinbooster,1,info vaksin booster daerah sleman gessn,info vaksin booster daerah sleman gessn,"['info', 'vaksin', 'booster', 'daerah', 'sleman', 'gessn']","['info', 'vaksin', 'booster', 'daerah', 'sleman', 'gessn']",info vaksin booster daerah sleman gessn
852,9/28/2022 2:42,riz,@rumahsakit_ui untuk vaksin booster apakah masih ada layanan di RS UI min? soalnya cek di website tidak ada jadwal terus?,1,untuk vaksin booster apakah masih ada layanan di RS UI min soalnya cek di website tidak ada jadwal terus,untuk vaksin booster apakah masih ada layanan di rs ui min soalnya cek di website tidak ada jadwal terus,"['untuk', 'vaksin', 'booster', 'apakah', 'masih', 'ada', 'layanan', 'di', 'rs', 'ui', 'min', 'soalnya', 'cek', 'di', 'website', 'tidak', 'ada', 'jadwal', 'terus']","['vaksin', 'booster', 'layanan', 'rs', 'ui', 'min', 'cek', 'website', 'jadwal']",vaksin booster layan rs ui min cek website jadwal
853,9/28/2022 2:53,Mitch,Hari ini baru mau vaksin booster 2 (nakes) soalnya kapan lalu waktu ada kesempatan sempet ga enak badan dan waktu udah sembuh pun jadwal jaga rumah sakit padet banget.,1,Hari ini baru mau vaksin booster nakes soalnya kapan lalu waktu ada kesempatan sempet ga enak badan dan waktu udah sembuh pun jadwal jaga rumah sakit padet banget,hari ini baru mau vaksin booster nakes soalnya kapan lalu waktu ada kesempatan sempet ga enak badan dan waktu udah sembuh pun jadwal jaga rumah sakit padet banget,"['hari', 'ini', 'baru', 'mau', 'vaksin', 'booster', 'nakes', 'soalnya', 'kapan', 'lalu', 'waktu', 'ada', 'kesempatan', 'sempat', 'enggak', 'enak', 'badan', 'dan', 'waktu', 'sudah', 'sembuh', 'pun', 'jadwal', 'jaga', 'rumah', 'sakit', 'padat', 'banget']","['vaksin', 'booster', 'nakes', 'kesempatan', 'enak', 'badan', 'sembuh', 'jadwal', 'jaga', 'rumah', 'sakit', 'padat', 'banget']",vaksin booster nakes sempat enak badan sembuh jadwal jaga rumah sakit padat banget
854,9/28/2022 2:53,❄❄,Info vaksin booster yg bisa tiap hari dong min. Terimakasih @txtdrpoge @txtdrbekasi,1,Info vaksin booster yg bisa tiap hari dong min Terimakasih,info vaksin booster yg bisa tiap hari dong min terimakasih,"['info', 'vaksin', 'booster', 'yang', 'bisa', 'tiap', 'hari', 'dong', 'min', 'terimakasih']","['info', 'vaksin', 'booster', 'min', 'terimakasih']",info vaksin booster min terimakasih
855,9/28/2022 3:00,ASUVENTURE,@PRFMnews info vaksin booster bandung dong saya udh ke 2 puskesmas bilang stocknya abis.,1,info vaksin booster bandung dong saya udh ke puskesmas bilang stocknya abis,info vaksin booster bandung dong saya udh ke puskesmas bilang stocknya abis,"['info', 'vaksin', 'booster', 'bandung', 'dong', 'saya', 'sudah', 'ke', 'puskesmas', 'bilang', 'stocknya', 'habis']","['info', 'vaksin', 'booster', 'bandung', 'puskesmas', 'bilang', 'stocknya', 'habis']",info vaksin booster bandung puskesmas bilang stocknya habis
856,9/28/2022 3:02,RamboMikami,booster yuk,1,booster yuk,booster yuk,"['booster', 'yuk']","['booster', 'yuk']",booster yuk
857,9/28/2022 3:17,aa,info vaksin booster dong daerah jaktim dn sekitarnya,1,info vaksin booster dong daerah jaktim dn sekitarnya,info vaksin booster dong daerah jaktim dn sekitarnya,"['info', 'vaksin', 'booster', 'dong', 'daerah', 'jaktim', 'dan', 'sekitarnya']","['info', 'vaksin', 'booster', 'daerah', 'jaktim']",info vaksin booster daerah jaktim
858,9/28/2022 3:18,Zeline Patricia🇮🇩,Simak cek tiket dan jadwal vaksin booster di pedulilindungi\n.\n#EndemiCovid\n#IndonesiaSehatIndonesiaHebat\n#BeritaCovid\n#PPKM https://t.co/J9If5TW79t,1,Simak cek tiket dan jadwal vaksin booster di pedulilindunginnnnn,simak cek tiket dan jadwal vaksin booster di pedulilindunginnnnn,"['simak', 'cek', 'tiket', 'dan', 'jadwal', 'vaksin', 'booster', 'di', 'pedulilindunginnnnn']","['simak', 'cek', 'tiket', 'jadwal', 'vaksin', 'booster', 'pedulilindunginnnnn']",simak cek tiket jadwal vaksin booster pedulilindunginnnnn
859,9/28/2022 3:20,kasih tau gak ya,"@jogjamnfs Yg kereta jarak jauh wajib booster/ vaksin 3, sedangkan kereta lokal hanya vaksin 2.",1,Yg kereta jarak jauh wajib booster vaksin  sedangkan kereta lokal hanya vaksin ,yg kereta jarak jauh wajib booster vaksin  sedangkan kereta lokal hanya vaksin ,"['yang', 'kereta', 'jarak', 'jauh', 'wajib', 'booster', 'vaksin', 'sedangkan', 'kereta', 'lokal', 'hanya', 'vaksin']","['kereta', 'jarak', 'wajib', 'booster', 'vaksin', 'kereta', 'lokal', 'vaksin']",kereta jarak wajib booster vaksin kereta lokal vaksin
860,9/28/2022 3:29,OPREC? CEK PINNED,plns info vaksin booster area Tembalang-banyumanik,1,plns info vaksin booster area Tembalangbanyumanik,plns info vaksin booster area tembalangbanyumanik,"['plns', 'info', 'vaksin', 'booster', 'area', 'tembalangbanyumanik']","['plns', 'info', 'vaksin', 'booster', 'area', 'tembalangbanyumanik']",plns info vaksin booster area tembalangbanyumanik
861,9/28/2022 3:29,A y u,Nah udah gaaada alesan lagi kan males/bete gunain masker pas udah make up? karna harus diinget ya guys covid itu masih ada. Ga cuma protect dengan gunain masker TAPIIII kita juga musti full vaksin sampe booster.,1,Nah udah gaaada alesan lagi kan malesbete gunain masker pas udah make up karna harus diinget ya guys covid itu masih ada Ga cuma protect dengan gunain masker TAPIIII kita juga musti full vaksin sampe booster,nah udah gaaada alesan lagi kan malesbete gunain masker pas udah make up karna harus diinget ya guys covid itu masih ada ga cuma protect dengan gunain masker tapiiii kita juga musti full vaksin sampe booster,"['nah', 'sudah', 'gaaada', 'alesan', 'lagi', 'kan', 'malesbete', 'gunain', 'masker', 'pas', 'sudah', 'memakai', 'up', 'karena', 'harus', 'diinget', 'ya', 'guys', 'covid', 'itu', 'masih', 'ada', 'enggak', 'cuma', 'protect', 'dengan', 'gunain', 'masker', 'tapiiii', 'kita', 'juga', 'musti', 'full', 'vaksin', 'sampai', 'booster']","['gaaada', 'alesan', 'malesbete', 'gunain', 'masker', 'pas', 'memakai', 'up', 'diinget', 'ya', 'guys', 'covid', 'protect', 'gunain', 'masker', 'tapiiii', 'musti', 'full', 'vaksin', 'booster']",gaaada alesan malesbete gunain masker pas pakai up diinget ya guys covid protect gunain masker tapiiii musti full vaksin booster
862,9/28/2022 3:36,bil,maju lo mewgulf gue udah vaksin booster,1,maju lo mewgulf gue udah vaksin booster,maju lo mewgulf gue udah vaksin booster,"['maju', 'lo', 'mewgulf', 'gue', 'sudah', 'vaksin', 'booster']","['maju', 'lo', 'mewgulf', 'gue', 'vaksin', 'booster']",maju lo mewgulf gue vaksin booster
863,9/28/2022 3:37,ini 🤖 kucing,Kucing lemes abis vaksin dan booster tuh wajar kah,1,Kucing lemes abis vaksin dan booster tuh wajar kah,kucing lemes abis vaksin dan booster tuh wajar kah,"['kucing', 'lemes', 'habis', 'vaksin', 'dan', 'booster', 'tuh', 'wajar', 'kah']","['kucing', 'lemes', 'habis', 'vaksin', 'booster', 'tuh', 'wajar', 'kah']",kucing lemes habis vaksin booster tuh wajar kah
864,9/28/2022 3:39,MEWAL⁸☀️🌻,gue udah vaksin,1,gue udah vaksin,gue udah vaksin,"['gue', 'sudah', 'vaksin']","['gue', 'vaksin']",gue vaksin
865,9/28/2022 3:42,🍿☁️,"dari malaysia gabisa ke indo soalnya blm vaksin booster musti nunggu 2-3 bulan, akhirnya mampir ke amerika dulu supaya bs lgsg vaksin booster keren bgt dah emg",1,dari malaysia gabisa ke indo soalnya blm vaksin booster musti nunggu  bulan akhirnya mampir ke amerika dulu supaya bs lgsg vaksin booster keren bgt dah emg,dari malaysia gabisa ke indo soalnya blm vaksin booster musti nunggu  bulan akhirnya mampir ke amerika dulu supaya bs lgsg vaksin booster keren bgt dah emg,"['dari', 'malaysia', 'enggak', 'bisa', 'ke', 'indonesia', 'soalnya', 'belum', 'vaksin', 'booster', 'musti', 'menunggu', 'bulan', 'akhirnya', 'mampir', 'ke', 'amerika', 'dulu', 'supaya', 'bisa', 'langsung', 'vaksin', 'booster', 'keren', 'banget', 'deh', 'memang']","['malaysia', 'indonesia', 'vaksin', 'booster', 'musti', 'menunggu', 'mampir', 'amerika', 'langsung', 'vaksin', 'booster', 'keren', 'banget', 'deh']",malaysia indonesia vaksin booster musti tunggu mampir amerika langsung vaksin booster keren banget deh
866,9/28/2022 3:43,aku ngeblurrr, ini maksudnya pure blood apaan sih. aku masih gak mudeng hubungannya dgn vaksin booster ,1,ini maksudnya pure blood apaan sih aku masih gak mudeng hubungannya dgn vaksin booster,ini maksudnya pure blood apaan sih aku masih gak mudeng hubungannya dgn vaksin booster,"['ini', 'maksudnya', 'pure', 'blood', 'apaan', 'sih', 'aku', 'masih', 'enggak', 'mudeng', 'hubungannya', 'dengan', 'vaksin', 'booster']","['maksudnya', 'pure', 'blood', 'sih', 'mudeng', 'hubungannya', 'vaksin', 'booster']",maksud pure blood sih mudeng hubung vaksin booster
